Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	PubMed ID
P62820	reviewed	RAB1A_HUMAN	Ras-related protein Rab-1A (EC 3.6.5.2) (YPT1-related protein)	RAB1A RAB1	Homo sapiens (Human)	205	2501306; 11230166; 17974005; 14702039; 15489334; 1902553; 7991565; 19603039; 19690332; 20861236; 20639577; 21269460; 21303926; 21822290; 22158903; 22223895; 23186163; 23815289; 26209634; 25944712; 27334615; 32504010; 32974215; 35343654; 19942850; 20176951; 22939626; 22416225; 23588383; 23821544
P62826	reviewed	RAN_HUMAN	GTP-binding nuclear protein Ran (EC 3.6.5.-) (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)	RAN ARA24 OK/SW-cl.81	Homo sapiens (Human)	216	2108320; 1855255; 8421051; 10400640; 11042152; 14702039; 15489334; 1961752; 8276887; 7819259; 7891706; 8896452; 8636225; 8692944; 9323133; 9351834; 9428644; 9822603; 9837918; 10209022; 10408446; 10679025; 11571268; 11425870; 14500717; 12194828; 12808100; 14612415; 14654843; 14684163; 15574331; 16428860; 17081065; 17209048; 18591255; 18617507; 18266911; 19413330; 19753112; 19608861; 20485264; 21269460; 22223895; 22814378; 23878195; 23186163; 24275569; 25331866; 26304119; 25944712; 28112733; 29130391; 29040603; 31075303; 7885480; 10367892; 10353245; 10078529; 11336674; 11832950; 18611384; 19505478; 19389996; 24915079; 24449914; 26349033; 26272610; 27306458; 28282025
P62837	reviewed	UB2D2_HUMAN	Ubiquitin-conjugating enzyme E2 D2 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D2) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2) (p53-regulated ubiquitin-conjugating enzyme 1)	UBE2D2 PUBC1 UBC4 UBC5B UBCH4 UBCH5B	Homo sapiens (Human)	147	8530467; 7724550; 16112646; 14702039; 15372022; 15489334; 10329681; 10918611; 12036302; 15280377; 15001359; 17588522; 18042044; 18703417; 18359941; 19854139; 20403326; 20061386; 20525694; 21269460; 28322253; 15522302; 20152160; 26656854; 26475854
P62979	reviewed	RS27A_HUMAN	Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]	RPS27A UBA80 UBCEP1	Homo sapiens (Human)	156	1657614; 1370760; 15815621; 15489334; 8706699; 1128706; 16443603; 11875025; 2581967; 9582194; 16543144; 15466860; 18719106; 19754430; 19608861; 21269460; 24660806; 24524803; 24751536; 24784582; 25474007; 25527291; 25944712; 28525742; 32330457; 32129764; 34239127; 36638793; 25752573; 25752577; 34516797; 23636399
P62987	reviewed	RL40_HUMAN	Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]	UBA52 UBCEP2	Homo sapiens (Human)	128	1850507; 15057824; 1128706; 16443603; 3037496; 15147878; 16543144; 15466860; 18719106; 19754430; 19608861; 21269460; 23169626; 24660806; 24524803; 24751536; 24784582; 25474007; 25527291; 28525742; 32330457; 34239127; 22729708; 23636399; 25752573; 25752577; 32669547
P63000	reviewed	RAC1_HUMAN	Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	RAC1 TC25 MIG5	Homo sapiens (Human)	192	2674130; 2108320; 11062023; 10597294; 12853948; 15489334; 1903399; 1643658; 7777059; 7775453; 7673236; 8626575; 8810274; 9121475; 9857026; 10559471; 10954424; 11130076; 11035813; 10617634; 11260256; 11955434; 11807099; 12134158; 12551911; 12716910; 12695502; 12612085; 15169762; 26048998; 15642721; 16464467; 17081065; 16982419; 17121847; 17430976; 17145773; 18499456; 18093184; 19029984; 18669648; 19744486; 19934221; 20875796; 20148946; 19403692; 19362538; 19039103; 20116244; 20696164; 20696765; 19948726; 20709748; 20679435; 21269460; 21565175; 22036506; 21693584; 20974804; 23209303; 23512198; 23434736; 23633677; 24141704; 23375260; 24905543; 25944712; 28886345; 29074776; 30250061; 31285585; 31871319; 32460619; 35986704; 9033596; 11090627; 11130063; 11163217; 11135665; 11513578; 11346801; 14625275; 16959567; 17115053; 21613211
P63167	reviewed	DYL1_HUMAN	Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN)	DYNLL1 DLC1 DNCL1 DNCLC1 HDLC1	Homo sapiens (Human)	89	8628263; 10198631; 12857789; 14654843; 15193260; 14607843; 15891768; 16684779; 18084006; 18650427; 19608861; 19380881; 20412299; 20921139; 21269460; 21402792; 22167198; 22965910; 24275569; 24682284; 25741013; 28112733; 31505170; 29955062; 33323470; 10426949; 23482567
P63208	reviewed	SKP1_HUMAN	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)	SKP1 EMC19 OCP2 SKP1A TCEB1L	Homo sapiens (Human)	163	7553852; 8530064; 15489334; 20068231; 21269460; 21406692; 23431138; 9031623; 12481031; 11389839; 16880511; 18203720; 20596027; 22113614; 24275569; 25114211; 25704143; 25503564; 25944712; 29149593; 29444943; 11099048; 11961546; 12820959; 16209941; 17434132; 17389369; 20181953; 27568929; 28727686; 30033217
P63241	reviewed	IF5A1_HUMAN	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D)	EIF5A	Homo sapiens (Human)	154	2492279; 8253832; 7545941; 7622067; 14702039; 15489334; 10229683; 3095320; 1286667; 8660923; 10944119; 15303967; 15262146; 15371445; 15452064; 16519677; 16987817; 17187778; 17213197; 17360499; 18067580; 19379712; 21269460; 22771473; 24275569; 25944712; 27115996; 29712776; 11742107; 19280598; 27306458; 33547280
P67775	reviewed	PP2AA_HUMAN	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)	PPP2CA	Homo sapiens (Human)	309	2849764; 2837763; 1846293; 15489334; 1848668; 8206937; 9647778; 10191253; 2555176; 9920888; 10801873; 16580887; 16258073; 16541025; 12473674; 17245430; 17485487; 17974561; 19818709; 20092282; 20080667; 22167190; 22613722; 25803737; 25438055; 27588481; 28609714; 30513302; 30611118; 30115741; 33108758; 37761890; 17055435; 18394995; 30595372
P68104	reviewed	EF1A1_HUMAN	Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7)	EEF1A1 EEF1A EF1A LENG7	Homo sapiens (Human)	462	3512269; 2564392; 2183196; 15489334; 3960725; 17177976; 3346208; 2569467; 8650580; 9677419; 12426392; 12426393; 16139798; 17595531; 18029264; 17980171; 18263879; 19158340; 20832312; 25144183; 26651998; 26497934; 26593721; 26545399; 28108655; 28520920; 30612740; 30143613; 33495306; 36264623; 36123449; 36638793
P68871	reviewed	HBB_HUMAN	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin]	HBB	Homo sapiens (Human)	147	1019344; 6254664; 16175509; 14702039; 15489334; 13872627; 13464827; 25946035; 1575724; 8401300; 2581851; 4555506; 4531009; 635569; 7358733; 6166632; 6539334; 3718478; 1520632; 8637569; 9843411; 10588683; 11001883; 11747442; 12149194; 12470213; 12552433; 16001361; 16904236; 17676725; 21269460; 24275569; 4123689; 1195378; 1177322; 7373648; 6726807; 1567857; 1507231; 8377203; 8642597; 9521756; 9830011; 12454462; 24100324; 5919752; 1115799; 186485; 1971109; 8330974; 721609; 4850241; 3707969; 3654265; 8718692; 3384710; 6166590; 6629823; 1247583; 1138922; 992050; 6434492; 1814856; 8641705; 8602627; 2399911; 1511986; 1301199; 8111050; 8811317; 1917539; 3666141; 1487420; 826083; 3754244; 2513289; 8745430; 8144352; 429365; 1787097; 4639022; 2101840; 6618888; 8330972; 7173395; 1634367; 3744871; 7693620; 3557994; 1540659; 3384708; 3691763; 6629824; 2384314; 7338468; 893142; 1517102; 2634671; 3838976; 8330979; 3937824; 891976; 3623975; 7161106; 3384709; 668922; 8522332; 6629822; 9761252; 3384707; 6857757; 4129558; 6687721; 13897827; 6526653; 4852224; 1917537; 7238856; 2599880; 1917530; 7338469; 6259091; 2599881; 2079435; 8280608; 8704193; 10398311; 11300351; 11300344; 11939514; 12144064; 12603091; 12908805; 15481886; 19453576; 26209877; 28066926
P78344	reviewed	IF4G2_HUMAN	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97)	EIF4G2 DAP5 OK/SW-cl.75	Homo sapiens (Human)	907	9049310; 9030685; 9032289; 16554811; 15489334; 12665801; 9878069; 11511540; 11943866; 16964243; 18088087; 17984221; 18025107; 18669648; 19413330; 19690332; 20068231; 21269460; 21406692; 22223895; 22814378; 23186163; 24275569; 24129315; 28112733
P78356	reviewed	PI42B_HUMAN	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-beta) (Diphosphoinositide kinase 2-beta) (Phosphatidylinositol 5-phosphate 4-kinase type II beta) (PI(5)P 4-kinase type II beta) (PIP4KII-beta) (PtdIns(5)P-4-kinase isoform 2-beta)	PIP4K2B PIP5K2B	Homo sapiens (Human)	416	9038203; 15489334; 18691976; 18669648; 19369195; 19608861; 20583997; 21269460; 22223895; 31091439; 9753329; 26774281
P78539	reviewed	SRPX_HUMAN	Sushi repeat-containing protein SRPX	SRPX ETX1	Homo sapiens (Human)	464	8634708; 8634709; 9162095; 14702039; 15772651; 15489334; 24275569; 32337544; 36213313
P78540	reviewed	ARGI2_HUMAN	Arginase-2, mitochondrial (EC 3.5.3.1) (Arginase II) (Kidney-type arginase) (Non-hepatic arginase) (Type II arginase)	ARG2	Homo sapiens (Human)	354	8898077; 8954792; 9256072; 14702039; 15489334; 21269460; 22928666; 23832324; 25484082; 27745970; 27214549; 28614294; 12859189
P85037	reviewed	FOXK1_HUMAN	Forkhead box protein K1 (Myocyte nuclear factor) (MNF)	FOXK1 MNF	Homo sapiens (Human)	733	14702039; 12853948; 15489334; 15202027; 15289879; 17081983; 17670796; 18220336; 18669648; 19413330; 19690332; 20068231; 21269460; 21406692; 22814378; 23186163; 24275569; 24129315; 25451922; 25805136; 25852164
Q00535	reviewed	CDK5_HUMAN	Cyclin-dependent kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Cyclin-dependent-like kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	CDK5 CDKN5 PSSALRE	Homo sapiens (Human)	292	1639063; 19693690; 12853948; 15489334; 9030781; 9822744; 10500146; 12393264; 14521924; 12691662; 15992363; 17121855; 17009320; 17591690; 18042622; 17611284; 17671990; 17143272; 18507738; 18691976; 19081376; 19413330; 19369195; 19608861; 20826806; 20213743; 21269460; 21144757; 21442427; 21465480; 21668448; 21209322; 21499257; 21220307; 11584302; 19238148; 19782409; 20061803; 21044075; 21415596; 21600237; 21473899; 24235147; 23186163; 25560765; 11583627; 16039528; 15689152; 17344846
Q00536	reviewed	CDK16_HUMAN	Cyclin-dependent kinase 16 (EC 2.7.11.22) (Cell division protein kinase 16) (PCTAIRE-motif protein kinase 1) (Serine/threonine-protein kinase PCTAIRE-1)	CDK16 PCTAIRE1 PCTK1	Homo sapiens (Human)	496	1639063; 14702039; 15772651; 15489334; 17081983; 18691976; 18669648; 19413330; 19369195; 20068231; 21406692; 22796189; 22798068; 22184064; 23186163
Q00610	reviewed	CLH1_HUMAN	Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)	CLTC CLH17 CLTCL2 KIAA0034	Homo sapiens (Human)	1675	7584026; 17974005; 15489334; 1765375; 12665801; 11532990; 14654843; 16314522; 15858577; 16968737; 17081065; 18529014; 18691976; 18669648; 19369195; 19690332; 19608861; 20639872; 20068231; 21269460; 21297582; 21266579; 22223895; 22814378; 23918938; 23532825; 23186163; 24275569; 25066864; 25596274; 25944712; 27022195; 21816279; 26756164; 29735704; 26822784; 29100083
Q01167	reviewed	FOXK2_HUMAN	Forkhead box protein K2 (G/T-mismatch specific binding protein) (nGTBP) (Interleukin enhancer-binding factor 1)	FOXK2 ILF ILF1	Homo sapiens (Human)	660	1909027; 1339390; 16625196; 17525332; 18220336; 18669648; 19413330; 19690332; 20097901; 20810654; 20068231; 22083952; 21406692; 23186163; 24275569; 24129315; 25218447; 24748658; 25805136; 25451922; 28112733; 29540677; 12402362; 16624804
Q01650	reviewed	LAT1_HUMAN	Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter)	SLC7A5 CD98LC LAT1 MPE16	Homo sapiens (Human)	507	9751058; 10049700; 10072483; 11557028; 15489334; 1597461; 10574970; 11389679; 11564694; 11742812; 12117417; 12225859; 12824232; 16027961; 15769744; 16496379; 18691976; 18262359; 18669648; 19369195; 20068231; 21269460; 21406692; 23186163; 25998567; 25944712; 30341327; 30867591
Q01813	reviewed	PFKAP_HUMAN	ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)	PFKP PFKF	Homo sapiens (Human)	784	8117307; 14702039; 15164054; 15489334; 1834056; 14654843; 15592455; 16964243; 18691976; 18669648; 19413330; 19690332; 19608861; 20068231; 21269460; 21406692; 23186163; 33607258
Q02556	reviewed	IRF8_HUMAN	Interferon regulatory factor 8 (IRF-8) (Interferon consensus sequence-binding protein) (H-ICSBP) (ICSBP)	IRF8 ICSBP1	Homo sapiens (Human)	426	1460054; 15489334; 10991940; 23166356; 16959974; 21524210; 25122610; 29434592; 33951726
Q04637	reviewed	IF4G1_HUMAN	Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1) (p220)	EIF4G1 EIF4F EIF4G EIF4GI	Homo sapiens (Human)	1599	1429670; 9857202; 9418880; 12052860; 14702039; 17974005; 16641997; 9755181; 9372926; 7651417; 8396129; 7935836; 8521827; 8961935; 9755863; 10872469; 9878069; 10996799; 10970864; 11034318; 11154262; 15314025; 17081983; 16964243; 16513844; 17924679; 17284590; 18088087; 18799579; 17984221; 18025107; 18669648; 19369195; 19690332; 19608861; 20068231; 21269460; 21576361; 21406692; 22872150; 22814378; 23186163; 24275569; 24129315; 24423872; 29062139; 29987188; 19413330; 26740508; 12086624; 16698552; 16959974; 21907011
Q05639	reviewed	EF1A2_HUMAN	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	EEF1A2 EEF1AL STN	Homo sapiens (Human)	463	8354261; 10950927; 19054851; 11780052; 15489334; 7945283; 19608861; 21269460; 24129315; 28108655; 28520920; 30612740; 30143613; 18697946; 23033978; 23647072; 24697219; 26740508
Q05823	reviewed	RN5A_HUMAN	2-5A-dependent ribonuclease (2-5A-dependent RNase) (EC 3.1.26.-) (Ribonuclease 4) (Ribonuclease L) (RNase L)	RNASEL RNS4	Homo sapiens (Human)	741	7680958; 11063255; 17974005; 16710414; 15489334; 7514601; 7539425; 11585831; 9856285; 9862963; 11333017; 19608861; 26263979; 15385955; 11941539; 11799394; 12415269; 17344846
Q07817	reviewed	B2CL1_HUMAN	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)	BCL2L1 BCL2L BCLX	Homo sapiens (Human)	233	8358789; 9675101; 17974005; 11780052; 15489334; 7644501; 8596636; 9435230; 10772918; 11714801; 11463391; 12011449; 17046835; 16509771; 17418785; 19917720; 21269460; 21840391; 22498477; 21567405; 23055042; 23792689; 25296756; 25944712; 27013495; 29507230; 8692274; 9020082; 11206074; 14534311; 15902208; 16368107; 17337444; 17256834; 21639858; 23340338
Q07820	reviewed	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1 (Bcl-2-like protein 3) (Bcl2-L-3) (Bcl-2-related protein EAT/mcl1) (mcl1/EAT)	MCL1 BCL2L3	Homo sapiens (Human)	350	7682708; 8790944; 11130466; 10766760; 10837489; 14702039; 16710414; 15489334; 10634649; 15122313; 9671497; 12149273; 12223490; 15077116; 15241487; 15989957; 16543145; 18669648; 23024798; 23055042; 27013495; 35063767; 17389404; 20562877; 18987736
Q08209	reviewed	PP2BA_HUMAN	Protein phosphatase 3 catalytic subunit alpha (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calcineurin A alpha) (Calmodulin-dependent calcineurin A subunit alpha isoform) (CNA alpha) (Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform)	PPP3CA CALNA CNA	Homo sapiens (Human)	521	8392375; 20590401; 21647268; 14702039; 17974005; 19054851; 15815621; 15489334; 11114196; 11842093; 12809556; 15454081; 15671020; 17923693; 18838687; 19154138; 21269460; 22814378; 23186163; 28942967; 29043977; 28881575; 30611118; 30718414; 33691586; 34446558; 8524402; 12218175; 12357034; 17498738; 17502104; 18384083; 19404396; 22343722; 23468591; 25144868; 26248042; 27974827; 31375679; 29432562; 30254215
Q08379	reviewed	GOGA2_HUMAN	Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130) (GM130 autoantigen) (Golgin-95)	GOLGA2	Homo sapiens (Human)	1002	8315394; 15164053; 15489334; 11306556; 11781572; 15003503; 16964243; 16489344; 17314401; 18323775; 18045989; 18691976; 18669648; 19242490; 19109421; 20421892; 20068231; 21269460; 23186163; 24275569; 26165940; 25944712; 26742501; 30237576; 26363069; 34424553
Q09472	reviewed	EP300_HUMAN	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein lactyltransferas p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)	EP300 P300	Homo sapiens (Human)	2414	7523245; 10591208; 10824998; 7870179; 11701890; 10518217; 8945521; 8684459; 8917528; 9528808; 9590696; 10545121; 9887100; 9862959; 10722728; 10733570; 11073989; 11073990; 10823961; 11080476; 11581164; 11518699; 11581372; 11511361; 11463834; 11559821; 11349124; 11481323; 11564735; 11430825; 11433299; 11864910; 11744733; 11940591; 11909954; 11997499; 12402037; 12750254; 12446687; 12586840; 12732631; 12837748; 12929931; 14605447; 12718889; 12527917; 15186775; 15297880; 14645221; 15075319; 15509808; 15448695; 15004546; 14752053; 14716005; 15706485; 16285960; 15632193; 16219772; 15890677; 15731352; 15653507; 16809611; 16574662; 16864582; 17065153; 16762839; 16478997; 16617102; 17872950; 17226766; 17267393; 17761950; 18722353; 18695000; 18451878; 18599479; 18782771; 18809579; 18995842; 18669648; 19413330; 19680224; 19690332; 19608861; 20940255; 20810990; 20081228; 21030595; 21269460; 20955178; 21131905; 21406692; 22223895; 23145062; 23415232; 23911289; 23999430; 23186163; 24120661; 24413532; 24835996; 24324267; 24382891; 24177535; 24275569; 25219498; 24939902; 25245946; 25514493; 25593309; 25818647; 26479788; 27959755; 26951377; 27189267; 28128295; 29775581; 30193097; 30197302; 31645732; 32561715; 37731000; 11959990; 12778114; 18273021; 19217391; 22464331; 23934153; 24819397; 10700188; 24476420; 29053796; 29460469
Q12778	reviewed	FOXO1_HUMAN	Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)	FOXO1 FKHR FOXO1A	Homo sapiens (Human)	655	8275086; 9479491; 15057823; 15489334; 8187070; 10358075; 10358076; 11311120; 11237865; 11980723; 12228231; 15220471; 15890677; 15668399; 17024043; 18951090; 18669648; 18356527; 19413330; 19483080; 19221179; 20543840; 20668652; 20068231; 21245099; 21406692; 23186163; 25009184; 31063815; 18786403
Q12798	reviewed	CETN1_HUMAN	Centrin-1 (Caltractin isoform 2)	CETN1 CEN1 CETN	Homo sapiens (Human)	172	8175926; 14702039; 15489334; 20643351
Q12980	reviewed	NPRL3_HUMAN	GATOR1 complex protein NPRL3 (-14 gene protein) (Alpha-globin regulatory element-containing gene protein) (Nitrogen permease regulator 3-like protein) (Protein CGTHBA)	NPRL3 C16orf35 CGTHBA MARE	Homo sapiens (Human)	569	8575760; 16728641; 15616553; 19521502; 23723238; 24275569; 28199306; 36007018; 29590090; 35338845; 26505888; 26285051; 27173016
