,Gene,Alphafold IDR Content,Length,Localization,HIPPIE Protein Counts
P0DP24,CALM2,0.0,149,"['Cytoplasm, cytoskeleton, spindle', 'Cytoplasm, cytoskeleton, spindle pole', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome']",0
P0DP25,CALM3,0.0,149,"['Cytoplasm, cytoskeleton, spindle', 'Cytoplasm, cytoskeleton, spindle pole', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome']",0
P0DP57,SLURP2,13.4,97,['Secreted'],0
P0DP58,LYNX1,25.0,116,"['Cell membrane; Lipid-anchor, GPI- anchor', 'Cell projection, dendrite', 'Endoplasmic reticulum']",3
P0DP91,ERCC6,38.2,1061,['Nucleus'],0
P0DPB3,SCHIP1,76.2,487,['Cytoplasm'],16
P0DPB6,POLR1D,33.1,133,"['Nucleus', 'Nucleus, nucleolus']",46
P0DPD6,ECE2,13.3,811,"['Golgi apparatus membrane; Single-pass type II membrane protein', 'Cytoplasmic vesicle, secretory vesicle membrane']",12
P0DPD7,EEF1AKMT4,16.5,255,None,0
P0DPD8,EEF1AKMT4-ECE2,6.1,883,"['Golgi apparatus membrane; Single-pass membrane protein', 'Cytoplasmic vesicle, secretory vesicle membrane']",0
P0DPH7,TUBA3C,2.0,450,"['Cytoplasm, cytoskeleton']",107
P0DPH8,TUBA3D,2.0,450,"['Cytoplasm, cytoskeleton']",0
P0DPK2,H3Y1,40.4,136,"['Nucleus', 'Chromosome']",0
P0DPK3,NOTCH2NLB,18.5,275,['Secreted'],0
P0DPK4,NOTCH2NLC,12.7,293,['Secreted'],0
P0DPK5,H3Y2,48.3,147,"['Nucleus', 'Chromosome']",0
P0DTE4,UGT2A1,6.3,527,"['Membrane; Single- pass type I membrane protein', 'Endoplasmic reticulum membrane; Single-pass membrane protein']",1
P0DTE5,UGT2A2,7.6,536,['Endoplasmic reticulum membrane; Multi-pass membrane protein'],0
P0DTE7,AMY1B,2.7,511,['Secreted'],0
P0DTE8,AMY1C,2.7,511,['Secreted'],0
P0DTU3,TRA,25.8,275,['Cell membrane'],0
P0DTU4,TRB,14.0,315,['Cell membrane'],0
P0DUB6,AMY1A,2.7,511,['Secreted'],0
P10070,GLI2,88.8,1586,"['Nucleus', 'Cytoplasm', 'Cell projection, cilium']",42
P10071,GLI3,88.7,1580,"['Nucleus', 'Cytoplasm', 'Cell projection, cilium']",44
P10073,ZSCAN22,37.1,491,['Nucleus'],27
P10074,ZBTB48,37.4,688,"['Nucleus', 'Chromosome, telomere']",0
P10082,PYY,85.6,97,['Secreted'],7
P10092,CALCB,96.1,127,['Secreted'],6
P10109,FDX1,39.7,184,['Mitochondrion matrix'],14
P10114,RAP2A,6.6,183,"['Recycling endosome membrane; Lipid-anchor; Cytoplasmic side', 'Midbody']",48
P10124,SRGN,82.9,158,"['Cytoplasmic granule', 'Cytolytic granule', 'Secreted, extracellular space', 'Golgi apparatus']",11
P10144,GZMB,8.1,247,"['Secreted', 'Cytolytic granule']",4
P10145,CXCL8,38.4,99,['Secreted'],9
P10147,CCL3,37.0,92,['Secreted'],108
P10153,RNASE2,12.4,161,"['Lysosome', 'Cytoplasmic granule']",2
P10155,RO60,0.0,538,['Cytoplasm'],40
P10163,PRB4,100.0,310,['Secreted'],2
P10176,COX8A,95.7,69,['Mitochondrion inner membrane; Single-pass membrane protein'],198
P10242,MYB,74.8,640,['Nucleus'],83
P10243,MYBL1,76.1,752,['Nucleus'],8
P10244,MYBL2,76.7,700,['Nucleus'],90
P10253,GAA,8.4,952,"['Lysosome', 'Lysosome membrane']",75
P10265,ERVK-10,31.4,156,None,0
P10275,AR,62.0,920,"['Nucleus', 'Cytoplasm']",527
P10276,RARA,33.8,462,"['Nucleus', 'Cytoplasm']",108
P10301,RRAS,19.3,218,['Cell membrane; Lipid-anchor; Cytoplasmic side'],31
P10321,HLA-C,23.0,366,"['Cell membrane; Single-pass type I membrane protein', 'Endoplasmic reticulum membrane; Single-pass membrane protein']",0
P10323,ACR,33.7,421,None,4
P10398,ARAF,33.2,606,None,174
P10412,H1-4,66.7,219,"['Nucleus', 'Chromosome']",311
P10415,BCL2,27.6,239,"['Mitochondrion outer membrane; Single-pass membrane protein', 'Nucleus membrane; Single-pass membrane protein', 'Endoplasmic reticulum membrane; Single-pass membrane protein', 'Cytoplasm']",84
P10451,SPP1,100.0,314,['Secreted'],57
P10515,DLAT,35.1,647,['Mitochondrion matrix'],108
P10523,SAG,7.7,405,"['Cell projection, cilium, photoreceptor outer segment', 'Membrane; Peripheral membrane protein']",0
P10586,PTPRF,6.7,1907,['Membrane; Single-pass type I membrane protein'],119
P10588,NR2F6,26.5,404,['Nucleus'],23
P10589,NR2F1,27.7,423,['Nucleus'],33
P10599,TXN,0.0,105,"['Nucleus', 'Cytoplasm', 'Secreted']",131
P10600,TGFB3,12.1,412,"['[Latency-associated peptide]: Secreted, extracellular space, extracellular matrix', '[Transforming growth factor beta-3]: Secreted']",7
P10606,COX5B,31.0,129,['Mitochondrion inner membrane; Peripheral membrane protein; Matrix side'],83
P10619,CTSA,5.2,480,['Lysosome'],65
P10620,MGST1,0.0,155,"['Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Mitochondrion outer membrane']",63
P10632,CYP2C8,2.2,490,"['Endoplasmic reticulum membrane; Peripheral membrane protein', 'Microsome membrane; Peripheral membrane protein']",9
P10635,CYP2D6,2.4,497,"['Endoplasmic reticulum membrane; Peripheral membrane protein', 'Microsome membrane; Peripheral membrane protein']",1
P10636,MAPT,98.8,758,"['Cytoplasm, cytosol', 'Cell membrane; Peripheral membrane protein; Cytoplasmic side', 'Cytoplasm, cytoskeleton', 'Cell projection, axon', 'Cell projection, dendrite', 'Secreted']",366
P10643,C7,5.6,843,['Secreted'],1
P10644,PRKAR1A,16.0,381,['Cell membrane'],130
P10645,CHGA,84.2,457,"['[Serpinin]: Secreted', 'Cytoplasmic vesicle, secretory vesicle', 'Cytoplasmic vesicle, secretory vesicle', 'Cytoplasmic vesicle, secretory vesicle, neuronal dense core vesicle', 'Secreted']",6
P10646,TFPI,37.8,304,None,5
P10696,ALPG,11.7,532,"['Cell membrane; Lipid-anchor, GPI-anchor']",22
P10720,PF4V1,47.1,104,['Secreted'],5
P10721,KIT,18.5,976,None,41
P10745,RBP3,5.8,1247,"['Secreted, extracellular space, extracellular matrix, interphotoreceptor matrix']",11
P10746,UROS,0.0,265,None,8
P10747,CD28,44.5,220,['Membrane; Single-pass type I membrane protein'],11
P10767,FGF6,36.1,208,"['Secreted, extracellular space']",2
P10768,ESD,0.0,282,"['Cytoplasm', 'Cytoplasmic vesicle']",22
P10809,HSPD1,9.1,573,['Mitochondrion matrix'],548
P10826,RARB,32.5,455,"['Nucleus', 'Cytoplasm']",14
P10827,THRA,24.3,490,['Nucleus'],46
P10828,THRB,23.0,461,['Nucleus'],45
P10909,CLU,14.5,449,"['Nucleus', 'Cytoplasm', 'Mitochondrion membrane; Peripheral membrane protein; Cytoplasmic side', 'Cytoplasm, cytosol', 'Microsome', 'Endoplasmic reticulum', 'Mitochondrion', 'Mitochondrion membrane', 'Cytoplasm, perinuclear region', 'Cytoplasmic vesicle, secretory vesicle, chromaffin granule']",141
P10911,MCF2,23.5,925,['Cytoplasm'],10
P10912,GHR,67.4,638,"['Cell membrane; Single-pass type I membrane protein', '[Growth hormone-binding protein]: Secreted']",16
P10914,IRF1,63.7,325,"['Nucleus', 'Cytoplasm']",43
P10915,HAPLN1,10.7,354,"['Secreted, extracellular space, extracellular matrix']",2
P10916,MYL2,10.8,166,"['Cytoplasm, myofibril, sarcomere, A band']",16
P10966,CD8B,40.0,210,None,10
P10997,IAPP,98.9,89,['Secreted'],3
P11021,HSPA5,6.4,654,"['Endoplasmic reticulum lumen', 'Melanosome', 'Cytoplasm', 'Cell surface']",0
P11047,LAMC1,13.0,1609,"['Secreted, extracellular space, extracellular matrix, basement membrane']",62
P11049,CD37,6.8,281,['Cell membrane; Multi-pass membrane protein'],5
P11055,MYH3,17.0,1940,"['Cytoplasm, myofibril']",22
P11086,PNMT,6.0,282,None,3
P11117,ACP2,15.8,423,"['Lysosome membrane; Single-pass membrane protein; Lumenal side', 'Lysosome lumen']",42
P11137,MAP2,99.6,1827,"['Cytoplasm, cytoskeleton', 'Cell projection, dendrite']",30
P11142,HSPA8,5.4,646,"['Cytoplasm', 'Melanosome', 'Nucleus, nucleolus', 'Cell membrane', 'Lysosome membrane; Peripheral membrane protein; Cytoplasmic side']",776
P11150,LIPC,10.0,499,['Secreted'],6
P11161,EGR2,83.4,476,['Nucleus'],10
P11166,SLC2A1,3.7,492,"['Cell membrane; Multi-pass membrane protein', 'Melanosome', 'Photoreceptor inner segment']",123
P11168,SLC2A2,10.3,524,['Cell membrane; Multi-pass membrane protein'],6
P11169,SLC2A3,3.6,496,"['Cell membrane; Multi-pass membrane protein', 'Perikaryon', 'Cell projection']",10
P11171,EPB41,54.5,864,"['Cytoplasm, cytoskeleton', 'Cytoplasm, cell cortex', 'Nucleus']",0
P11172,UMPS,1.7,480,None,46
P11177,PDHB,8.1,359,['Mitochondrion matrix'],137
P11182,DBT,31.5,482,['Mitochondrion matrix'],123
P11215,ITGAM,5.7,1152,"['Cell membrane; Single-pass type I membrane protein', 'Membrane raft; Single-pass type I membrane protein']",33
P11216,PYGB,1.7,843,None,39
P11217,PYGM,1.1,842,None,50
P11226,MBL2,46.0,248,['Secreted'],18
P11229,CHRM1,36.3,460,"['Cell membrane; Multi-pass membrane protein', 'Postsynaptic cell membrane; Multi-pass membrane protein']",1
P11230,CHRNB1,20.8,501,"['Postsynaptic cell membrane; Multi-pass membrane protein', 'Cell membrane; Multi-pass membrane protein']",24
P11233,RALA,12.6,206,"['Cell membrane; Lipid-anchor; Cytoplasmic side', 'Cleavage furrow', 'Midbody, Midbody ring', 'Mitochondrion']",61
P11234,RALB,14.1,206,"['Cell membrane; Lipid-anchor; Cytoplasmic side', 'Midbody']",37
P11245,NAT2,0.0,290,['Cytoplasm'],7
P11274,BCR,34.6,1271,"['Postsynaptic density', 'Cell projection, dendritic spine', 'Cell projection, axon', 'Synapse']",74
P11277,SPTB,6.7,2137,"['Cytoplasm, cytoskeleton', 'Cytoplasm, cell cortex']",42
P11279,LAMP1,20.9,417,"['Lysosome membrane; Single-pass type I membrane protein', 'Endosome membrane; Single- pass type I membrane protein', 'Late endosome membrane; Single-pass type I membrane protein', 'Cell membrane; Single-pass type I membrane protein', 'Cytolytic granule membrane; Single-pass type I membrane protein']",353
P11308,ERG,58.2,479,"['Nucleus', 'Cytoplasm']",116
P11309,PIM1,10.9,313,None,30
P11310,ACADM,10.0,421,['Mitochondrion matrix'],60
P11362,FGFR1,28.2,822,"['Cell membrane; Single-pass type I membrane protein', 'Nucleus', 'Cytoplasm, cytosol', 'Cytoplasmic vesicle']",130
P11387,TOP1,26.9,765,"['Nucleus, nucleolus', 'Nucleus, nucleoplasm']",162
P11388,TOP2A,25.1,1531,"['Cytoplasm', 'Nucleus, nucleoplasm', 'Nucleus', 'Nucleus, nucleolus']",138
P11413,G6PD,2.3,515,"['Cytoplasm, cytosol', 'Membrane; Peripheral membrane protein']",61
P11441,UBL4A,30.6,157,"['Cytoplasm, cytosol', 'Nucleus']",183
P11464,PSG1,8.8,419,['Secreted'],35
P11473,VDR,18.7,427,"['Nucleus', 'Cytoplasm']",73
P11474,ESRRA,27.4,423,"['Nucleus', 'Cytoplasm']",43
P11487,FGF3,33.9,239,['Secreted'],45
P11488,GNAT1,4.6,350,"['Cell projection, cilium, photoreceptor outer segment', 'Membrane; Peripheral membrane protein', 'Photoreceptor inner segment']",4
P11498,PC,2.7,1178,['Mitochondrion matrix'],76
P11509,CYP2A6,3.6,494,"['Endoplasmic reticulum membrane; Peripheral membrane protein', 'Microsome membrane; Peripheral membrane protein']",1
P11511,CYP19A1,6.8,503,"['Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Microsome membrane; Multi- pass membrane protein']",29
P11586,MTHFD1,0.0,935,['Cytoplasm'],104
P11597,CETP,4.1,493,['Secreted'],1
P11678,EPX,4.2,715,['Cytoplasmic granule'],7
P11684,SCGB1A1,19.8,91,['Secreted'],6
P11686,SFTPC,60.9,197,"['Secreted, extracellular space, surface film']",142
P11712,CYP2C9,1.0,490,"['Endoplasmic reticulum membrane; Peripheral membrane protein', 'Microsome membrane; Peripheral membrane protein']",66
P11717,IGF2R,9.1,2491,"['Golgi apparatus membrane; Single-pass type I membrane protein', 'Endosome membrane; Single-pass type I membrane protein']",130
P11766,ADH5,0.0,374,['Cytoplasm'],7
P11801,PSKH1,22.6,424,"['Golgi apparatus', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Nucleus speckle', 'Endoplasmic reticulum membrane; Lipid-anchor', 'Cell membrane; Lipid-anchor', 'Cytoplasm']",5
P11802,CDK4,3.0,303,"['Cytoplasm', 'Nucleus', 'Nucleus membrane']",156
P11831,SRF,87.6,508,['Nucleus'],45
P11836,MS4A1,37.0,297,"['Cell membrane; Multi-pass membrane protein', 'Cell membrane; Lipid-anchor']",29
P11908,PRPS2,0.0,318,None,142
P11912,CD79A,50.4,226,['Cell membrane; Single-pass type I membrane protein'],154
P11926,ODC1,10.8,461,None,18
P11940,PABPC1,27.7,636,"['Cytoplasm', 'Cytoplasm, Stress granule', 'Nucleus', 'Cell projection, lamellipodium']",302
P12004,PCNA,1.9,261,['Nucleus'],364
P12018,VPREB1,30.3,145,['Endoplasmic reticulum'],1
P12034,FGF5,48.1,268,['Secreted'],0
P12035,KRT3,65.4,628,None,44
P12036,NEFH,73.3,1020,"['Cytoplasm, cytoskeleton', 'Cell projection, axon']",34
P12074,COX6A1,67.0,109,['Mitochondrion inner membrane; Single-pass membrane protein'],22
P12081,HARS1,2.8,509,['Cytoplasm'],0
P12104,FABP2,0.0,132,['Cytoplasm'],1
P12107,COL11A1,75.2,1806,"['Secreted, extracellular space, extracellular matrix']",5
P12109,COL6A1,36.3,1028,"['Secreted, extracellular space, extracellular matrix']",49
P12110,COL6A2,37.5,1019,"['Secreted, extracellular space, extracellular matrix', 'Membrane; Peripheral membrane protein']",51
P12235,SLC25A4,1.0,298,"['Mitochondrion inner membrane; Multi-pass membrane protein', 'Membrane; Multi-pass membrane protein']",114
P12236,SLC25A6,0.0,298,"['Mitochondrion inner membrane; Multi-pass membrane protein', 'Membrane; Multi-pass membrane protein']",243
P12259,F5,39.3,2224,['Secreted'],7
P12268,IMPDH2,5.8,514,"['Cytoplasm', 'Nucleus', 'Cytoplasm, cytosol']",170
P12270,TPR,52.8,2363,"['Nucleus', 'Nucleus membrane; Peripheral membrane protein; Nucleoplasmic side', 'Nucleus envelope', 'Nucleus, nuclear pore complex', 'Cytoplasm', 'Cytoplasm, cytoskeleton, spindle', 'Chromosome, centromere, kinetochore', 'Nucleus membrane; Peripheral membrane protein; Cytoplasmic side']",153
P12271,RLBP1,8.2,317,['Cytoplasm'],4
P12272,PTHLH,90.4,177,"['Cytoplasm', 'Nucleus', 'Secreted']",3
P12273,PIP,18.5,146,['Secreted'],111
P12277,CKB,0.0,381,"['Cytoplasm, cytosol', 'Mitochondrion', 'Cell membrane']",117
P12314,FCGR1A,25.7,374,['Cell membrane; Single-pass type I membrane protein'],29
P12318,FCGR2A,39.7,317,['Cell membrane; Single-pass type I membrane protein'],22
P12319,FCER1A,26.5,257,['Cell membrane; Single-pass type I membrane protein'],20
P12429,ANXA3,0.0,323,None,25
P12524,MYCL,82.4,364,['Nucleus'],35
P12532,CKMT1A,12.7,417,['Mitochondrion inner membrane; Peripheral membrane protein; Intermembrane side'],59
P12544,GZMA,10.7,262,None,1
P12643,BMP2,16.9,396,['Secreted'],16
P12644,BMP4,17.9,408,"['Secreted, extracellular space, extracellular matrix']",71
P12645,BMP3,39.6,472,['Secreted'],4
P12694,BCKDHA,17.1,445,['Mitochondrion matrix'],96
P12724,RNASE3,13.8,160,['Secreted'],8
P12755,SKI,50.7,728,['Nucleus'],77
P12757,SKIL,59.9,684,None,77
P12814,ACTN1,2.7,892,"['Cytoplasm, cytoskeleton', 'Cytoplasm, myofibril, sarcomere, Z line', 'Cell membrane', 'Cell junction', 'Cell projection, ruffle']",133
P12821,ACE,5.8,1306,"['Cell membrane; Single-pass type I membrane protein', 'Cytoplasm', '[Angiotensin-converting enzyme, soluble form]: Secreted']",7
P12829,MYL4,21.8,197,None,11
P12830,CDH1,28.7,882,"['Cell junction, adherens junction', 'Cell membrane; Single-pass type I membrane protein', 'Endosome', 'Golgi apparatus, trans-Golgi network', 'Cytoplasm', 'Cell junction']",430
P12838,DEFA4,71.1,97,"['Secreted', 'Cytoplasmic vesicle, secretory vesicle']",0
P12882,MYH1,19.6,1939,"['Cytoplasm, myofibril']",35
P12883,MYH7,21.1,1935,"['Cytoplasm, myofibril', 'Cytoplasm, myofibril, sarcomere']",49
P12931,SRC,14.9,536,"['Cell membrane; Lipid-anchor', 'Mitochondrion inner membrane', 'Nucleus', 'Cytoplasm, cytoskeleton', 'Cytoplasm, perinuclear region', 'Cell junction, focal adhesion']",328
P12955,PEPD,2.8,493,None,26
P12956,XRCC6,18.2,609,"['Nucleus', 'Chromosome']",423
P12980,LYL1,79.3,280,['Nucleus'],1
P13010,XRCC5,20.2,732,"['Nucleus', 'Nucleus, nucleolus', 'Chromosome']",221
P13051,UNG,24.3,313,None,11
P13056,NR2C1,44.4,603,"['Nucleus', 'Nucleus, PML body']",36
P13073,COX4I1,34.9,169,['Mitochondrion inner membrane; Single-pass membrane protein'],220
P13164,IFITM1,59.2,125,"['Cell membrane; Single-pass membrane protein', 'Lysosome membrane']",215
P13196,ALAS1,23.4,640,['Mitochondrion inner membrane; Peripheral membrane protein'],86
P13224,GP1BB,34.5,206,['Membrane; Single-pass type I membrane protein'],36
P13232,IL7,28.8,177,['Secreted'],4
P13236,CCL4,38.0,92,['Secreted'],17
P13284,IFI30,27.2,250,"['Secreted', 'Lysosome']",41
P13349,MYF5,76.1,255,['Nucleus'],20
P13378,HOXD8,81.4,290,['Nucleus'],2
P13385,CRIPTO,65.4,188,"['Cell membrane; Lipid-anchor, GPI-anchor', 'Secreted']",36
P13473,LAMP2,21.5,410,"['Lysosome membrane; Single-pass type I membrane protein', 'Endosome membrane; Single-pass type I membrane protein', 'Cell membrane; Single-pass type I membrane protein', 'Cytoplasmic vesicle, autophagosome membrane']",385
P13489,RNH1,0.0,461,['Cytoplasm'],69
P13497,BMP1,8.7,986,"['Golgi apparatus, trans-Golgi network', 'Secreted, extracellular space, extracellular matrix', 'Secreted']",59
P13498,CYBA,30.3,195,['Cell membrane'],30
P13500,CCL2,35.4,99,['Secreted'],6
P13501,CCL5,37.4,91,['Secreted'],12
P13521,SCG2,95.9,617,['Secreted'],10
P13533,MYH6,23.8,1939,"['Cytoplasm, myofibril']",24
P13535,MYH8,12.4,1937,"['Cytoplasm, myofibril']",22
P13569,CFTR,17.1,1480,"['Apical cell membrane; Multi-pass membrane protein', 'Early endosome membrane; Multi-pass membrane protein', 'Cell membrane; Multi-pass membrane protein', 'Recycling endosome membrane; Multi-pass membrane protein', 'Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Nucleus']",537
P13584,CYP4B1,3.7,511,"['Endoplasmic reticulum membrane; Peripheral membrane protein', 'Microsome membrane; Peripheral membrane protein']",1
P13591,NCAM1,21.0,858,None,27
P13598,ICAM2,21.5,275,"['Membrane; Single-pass type I membrane protein', 'Cell projection, microvillus']",37
P13612,ITGA4,8.4,1032,['Membrane; Single-pass type I membrane protein'],247
P13631,RARG,32.2,454,"['Nucleus', 'Cytoplasm']",27
P13637,ATP1A3,1.8,1013,['Cell membrane; Multi-pass membrane protein'],171
P13639,EEF2,0.0,858,"['Cytoplasm', 'Nucleus']",196
P13640,MT1G,17.7,62,None,3
P13645,KRT10,61.3,584,"['Secreted, extracellular space', 'Cell surface', 'Cytoplasm']",75
P13646,KRT13,58.3,458,None,53
P13647,KRT5,63.4,590,['Cytoplasm'],79
P13667,PDIA4,9.3,645,"['Endoplasmic reticulum lumen', 'Melanosome']",228
P13671,C6,6.9,934,['Secreted'],8
P13674,P4HA1,6.9,534,['Endoplasmic reticulum lumen'],120
P13682,ZNF35,42.9,527,['Nucleus'],29
P13686,ACP5,6.2,325,['Lysosome'],15
P13688,CEACAM1,25.3,526,"['Cell projection, microvillus membrane; Single-pass type I membrane protein', 'Apical cell membrane; Single-pass type I membrane protein']",9
P13693,TPT1,12.8,172,['Cytoplasm'],181
P13716,ALAD,3.9,330,None,19
P13725,OSM,31.0,252,['Secreted'],10
P13726,F3,27.1,295,None,14
P13727,PRG2,39.2,222,"['[Bone marrow proteoglycan]: Secreted', '[Eosinophil granule major basic protein]: Cytoplasmic vesicle, secretory vesicle']",189
P13747,HLA-E,20.9,358,"['Cell membrane; Single-pass type I membrane protein', 'Golgi apparatus membrane', '[Soluble HLA class I histocompatibility antigen, alpha chain E]: Secreted']",43
P13762,HLA-DRB4,27.1,266,"['Cell membrane; Single-pass type I membrane protein', 'Endoplasmic reticulum membrane; Single-pass type I membrane protein', 'Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein', 'Endosome membrane; Single-pass type I membrane protein', 'Lysosome membrane; Single-pass type I membrane protein', 'Late endosome membrane; Single-pass type I membrane protein']",1
P13765,HLA-DOB,27.1,273,"['Endosome membrane; Single-pass type I membrane protein', 'Lysosome membrane; Single-pass type I membrane protein']",0
P13796,LCP1,1.4,627,"['Cytoplasm, cytoskeleton', 'Cell junction', 'Cell projection', 'Cell projection, ruffle membrane; Peripheral membrane protein; Cytoplasmic side']",47
P13797,PLS3,4.1,630,['Cytoplasm'],67
P13798,APEH,3.1,732,['Cytoplasm'],32
P13804,ETFA,5.4,333,['Mitochondrion matrix'],168
P13805,TNNT1,61.5,278,None,50
P13807,GYS1,13.8,737,None,59
P13861,PRKAR2A,22.8,404,"['Cytoplasm', 'Cell membrane']",72
P13866,SLC5A1,7.8,664,['Apical cell membrane; Multi-pass membrane protein'],2
P13928,ANXA8,0.0,327,None,32
P13929,ENO3,0.0,434,['Cytoplasm'],26
P13942,COL11A2,77.8,1736,"['Secreted, extracellular space, extracellular matrix']",3
P13945,ADRB3,31.6,408,['Cell membrane; Multi-pass membrane protein'],1
P13984,GTF2F2,25.7,249,['Nucleus'],49
P13987,CD59,29.7,128,"['Cell membrane; Lipid-anchor, GPI-anchor', 'Secreted']",39
P13994,YJU2B,58.1,396,['Nucleus'],0
P13995,MTHFD2,13.1,350,['Mitochondrion'],44
P14060,HSD3B1,0.0,373,"['Endoplasmic reticulum membrane; Single-pass membrane protein', 'Mitochondrion membrane; Single-pass membrane protein']",5
P14061,HSD17B1,13.4,328,['Cytoplasm'],8
P14091,CTSE,3.8,396,['Endosome'],7
P14136,GFAP,40.5,432,['Cytoplasm'],136
P14138,EDN3,84.5,238,['Secreted'],64
P14151,SELL,22.0,372,['Cell membrane; Single-pass type I membrane protein'],5
P14174,MIF,0.9,115,"['Secreted', 'Cytoplasm']",78
P14207,FOLR2,11.4,255,"['Cell membrane; Lipid-anchor, GPI-anchor', 'Secreted']",1
P14209,CD99,99.5,185,['Membrane; Single-pass type I membrane protein'],37
P14210,HGF,6.9,728,None,14
P14222,PRF1,4.5,555,"['Cytolytic granule', 'Secreted', 'Cell membrane; Multi-pass membrane protein', 'Endosome lumen']",22
P14314,PRKCSH,20.5,528,['Endoplasmic reticulum'],106
P14316,IRF2,67.6,349,['Nucleus'],51
